family,genus,species,region,location,date,tank_id,fish_per_tank,mean_weight_kg,sampling_interval_h,mean_T,mean_S,mean_ph,exc_rate_umol_h,method,trophic_level,level_troph,aspect_ratio,level_ar,elongation,level_elon,ril
Lutjanidae,Lutjanus,Lutjanus apodus,Bahamas,Cape Eleuthera,Nov-09,Sch1,3,0.247,22.92,27,36.6,NA,10.633349999999998,double,3.76,species,1.78,species,2.8,species,0.98
Lutjanidae,Lutjanus,Lutjanus apodus,Bahamas,Cape Eleuthera,Nov-09,Sch2,4,0.1193,22.67,27,36.6,NA,7.20572,double,3.76,species,1.78,species,2.8,species,0.98
Lutjanidae,Ocyurus,Ocyurus chrysurus,Bahamas,Cape Eleuthera,Nov-09,YtS1,10,0.0452,22.68,27,36.6,NA,2.0299319999999996,double,3.88,species,1.74,species,2.6,species,0.98
Haemulidae,Haemulon,Haemulon sp.,Bahamas,Cape Eleuthera,Nov-09,Grunt1,1,0.101,22.67,27,36.6,NA,5.62469,double,3.67,genus,2.29,genus,2.99,genus,1.46
Sphyraenidae,Sphyraena,Sphyraena barracuda,Bahamas,Cape Eleuthera,Nov-09,Ba2,1,0.491,22.68,27,36.6,NA,5.07203,double,4.5,species,2.45,species,6.65,species,0.33
Gerreidae,Gerres,Gerres cinereus,Bahamas,Cape Eleuthera,Nov-09,YfM1,2,0.1725,22.68,27,36.6,NA,10.7985,double,3.2,species,2.46,species,2.49,species,1.71
Serranidae,Epinephelus,Epinephelus guttatus,Bahamas,Cape Eleuthera,Nov-09,RH1,1,0.205,45.75,27,36.6,NA,4.9117999999999995,double,4.15,species,0.98,species,3,species,1
Lutjanidae,Lutjanus,Lutjanus apodus,Bahamas,Cape Eleuthera,Nov-09,Sch3,3,0.2897,45.77,27,36.6,NA,9.209563,double,3.76,species,1.78,species,2.8,species,0.98
Lutjanidae,Ocyurus,Ocyurus chrysurus,Bahamas,Cape Eleuthera,Nov-09,YtS2,4,0.076,70.12,27,36.6,NA,4.3054,double,3.88,species,1.74,species,2.6,species,0.98
Lutjanidae,Lutjanus,Lutjanus apodus,Bahamas,Cape Eleuthera,Nov-09,Sch4,13,0.0099,72.9,27,36.6,NA,0.7305210000000001,double,3.76,species,1.78,species,2.8,species,0.98
Lutjanidae,Lutjanus,Lutjanus apodus,Bahamas,Cape Eleuthera,Nov-09,Sch5,3,0.1037,72.08,27,36.6,NA,5.344698,double,3.76,species,1.78,species,2.8,species,0.98
Serranidae,Cephalopholis,Cephalopholis cruentata,Bahamas,Cape Eleuthera,Nov-09,GG1,3,0.0947,45.67,27,36.6,NA,3.054075,double,4.16,species,2.43,species,2.78,species,0.99
Lutjanidae,Ocyurus,Ocyurus chrysurus,Bahamas,Cape Eleuthera,Nov-09,YtS3,6,0.0233,70.07,27,36.6,NA,0.7877730000000001,double,3.88,species,1.74,species,2.6,species,0.98
Scorpaenidae,Pterois,Pterois volitans,Bahamas,Cape Eleuthera,Nov-09,RLf1,3,0.0313,71.05,27,36.6,NA,1.428845,double,3.44,species,1.1,species,2.87,species,1.14
Scorpaenidae,Pterois,Pterois volitans,Bahamas,Cape Eleuthera,Nov-09,RLf2,1,0.057,72.27,27,36.6,NA,0.95475,double,3.44,species,1.1,species,2.87,species,1.14
Mugilidae,Mugil,Mugil sp.,Bahamas,Cape Eleuthera,Nov-09,Mullet1,9,0.003,24,27,36.6,NA,0.1977,double,2.24,genus,2.18,genus,4.2,genus,2.01
Serranidae,Cephalopholis,Cephalopholis cruentata,Bahamas,Cape Eleuthera,Nov-09,GG2,4,0.1415,47.17,27,36.6,NA,3.5459899999999993,double,4.16,species,2.43,species,2.78,species,0.99
Serranidae,Cephalopholis,Cephalopholis cruentata,Bahamas,Cape Eleuthera,Nov-09,GG3,4,0.0758,47.13,27,36.6,NA,3.3844700000000003,double,4.16,species,2.43,species,2.78,species,0.99
Scorpaenidae,Pterois,Pterois volitans,Bahamas,Cape Eleuthera,Nov-09,RLf3,2,0.311,22.78,27,36.6,NA,1.1818,double,3.44,species,1.1,species,2.87,species,1.14
Lutjanidae,Ocyurus,Ocyurus chrysurus,Bahamas,Cape Eleuthera,Nov-09,YtS4,5,0.6948,48,27,36.6,NA,5.579243999999999,double,3.88,species,1.74,species,2.6,species,0.98
Sphyraenidae,Sphyraena,Sphyraena barracuda,Bahamas,Cape Eleuthera,Nov-09,Ba3,1,1.259,48,27,36.6,NA,16.039659999999998,double,4.5,species,2.45,species,6.65,species,0.33
Sphyraenidae,Sphyraena,Sphyraena barracuda,Bahamas,Cape Eleuthera,Nov-09,Ba4,1,11.364,20,27,36.6,NA,297.05496000000005,double,4.5,species,2.45,species,6.65,species,0.33
Albulidae,Albula,Albula vulpes,Bahamas,Cape Eleuthera,Nov-09,Bon1,5,1.0058,25.73,27,36.6,NA,12.461862000000002,double,3.66,species,2.41,species,4.28,species,0.88
Acanthuridae,Acanthurus,Acanthurus nigrofuscus,Palau,Koror,Nov-19,P02,1,0.02,48,30.23,33.83,8.04,0.4525427083333333,single,2,species,1.82,species,1.99,species,4.48
Chaetodontidae,Chaetodon,Chaetodon lunulatus,Palau,Koror,Nov-19,P07,1,0.0236,48,30.23,33.83,8.04,0.9050729166666668,single,3.34,species,2.47,species,1.63,species,7.56
Blenniidae,Salarias,Salarias fasciatus,Palau,Koror,Nov-19,P09,1,0.0305,48,30.23,33.83,8.04,0.6141145833333334,single,2,species,0.9,species,3.3,species,2.88
Gobiidae,Valenciennea,Valenciennea longipinnis,Palau,Koror,Dec-19,P100,1,0.0059,56,30.23,33.83,8.04,0.185484375,single,3.38,genus,0.76,species,4.97,species,1.52
Lutjanidae,Lutjanus,Lutjanus gibbus,Palau,Koror,Dec-19,P104,1,0.041,24,30.23,33.83,8.04,1.150625,single,3.63,species,2.16,species,2.39,species,1.2
Pomacentridae,Dischistodus,Dischistodus perspicillatus,Palau,Koror,Nov-19,P11,1,0.0438,60,30.23,33.83,8.04,1.29975,single,2,species,1.6,species,2.18,species,2.77
Apogonidae,Sphaeramia,Sphaeramia orbicularis,Palau,Koror,Nov-19,P12,3,0.0077,60,30.23,33.83,8.04,0.30036111111111113,single,3.64,species,1.63,species,1.83,species,1.86
Holocentridae,Myripristis,Myripristis adusta,Palau,Koror,Nov-19,P13,3,0.0036,60,30.23,33.83,8.04,0.0987709722222222,single,3.4,species,2.3,species,2.33,species,1.22
Apogonidae,Sphaeramia,Sphaeramia orbicularis,Palau,Koror,Nov-19,P14,3,0.00709999999999999,60,30.23,33.83,8.04,0.4390972222222222,single,3.64,species,1.63,species,1.83,species,1.86
Apogonidae,Sphaeramia,Sphaeramia orbicularis,Palau,Koror,Nov-19,P15,3,0.0127,60,30.23,33.83,8.04,0.4014166666666667,single,3.64,species,1.63,species,1.83,species,1.86
Pomacentridae,Amblyglyphidodon,Amblyglyphidodon curacao,Palau,Koror,Dec-19,P16,3,0.008,64,30.23,33.83,8.04,0.07421354166666667,single,3.1,species,1.41,species,1.71,species,2.26
Pomacentridae,Amblyglyphidodon,Amblyglyphidodon curacao,Palau,Koror,Dec-19,P17,5,0.0042,56,30.23,33.83,8.04,0.0550625,single,3.1,species,1.41,species,1.71,species,2.26
Pomacentridae,Amblyglyphidodon,Amblyglyphidodon curacao,Palau,Koror,Dec-19,P18,3,0.0134,48,30.23,33.83,8.04,0.03534722222222222,single,3.1,species,1.41,species,1.71,species,2.26
Serranidae,Cephalopholis,Cephalopholis urodeta,Palau,Koror,Dec-19,P19,1,0.0174,64,30.23,33.83,8.04,1.33378828125,single,4.02,species,1.5,species,3.03,species,0.85
Pomacentridae,Chromis,Chromis atripectoralis,Palau,Koror,Dec-19,P20,6,0.0047,56,30.23,33.83,8.04,0.13267559523809525,single,3.08,genus,2.26,species,2.07,species,1.38
Pomacentridae,Chromis,Chromis atripectoralis,Palau,Koror,Dec-19,P21,5,0.0059,64,30.23,33.83,8.04,0.07385312499999999,single,3.08,genus,2.26,species,2.07,species,1.38
Pomacentridae,Pomacentrus,Pomacentrus bankanensis,Palau,Koror,Dec-19,P22,1,0.0056,56,30.23,33.83,8.04,0.13216071428571427,single,2.7,genus,1.65,species,2.05,species,2.27
Acanthuridae,Acanthurus,Acanthurus nigrofuscus,Palau,Koror,Dec-19,P23,3,0.003,56,30.23,33.83,8.04,0.02615178571428571,single,2,species,1.82,species,1.99,species,4.48
Pomacentridae,Dischistodus,Dischistodus perspicillatus,Palau,Koror,Dec-19,P24,1,0.0237,56,30.23,33.83,8.04,0.30589285714285713,single,2,species,1.6,species,2.18,species,2.77
Apogonidae,Sphaeramia,Sphaeramia nematoptera,Palau,Koror,Dec-19,P25,3,0.0085,64,30.23,33.83,8.04,0.35979479166666667,single,3.22,species,1.18,species,1.91,species,2.09
Labridae,Scarus,Scarus globiceps,Palau,Koror,Dec-19,P26,1,0.1772,48,30.23,33.83,8.04,10.116538020833334,single,2,species,1.53,species,2.76,species,2.51
Pomacentridae,Chromis,Chromis atripectoralis,Palau,Koror,Dec-19,P27,5,0.0031,56,30.23,33.83,8.04,0.05129464285714286,single,3.08,genus,2.26,species,2.07,species,1.38
Nemipteridae,Scolopsis,Scolopsis margaritifera,Palau,Koror,Dec-19,P28,1,0.044,56,30.23,33.83,8.04,0.44424107142857144,single,3.6,species,2.63,species,2.47,species,1.54
Gobiidae,Cryptocentrus,Cryptocentrus cinctus,Palau,Koror,Dec-19,P34,1,0.0016,48,30.23,33.83,8.04,0.03279166666666667,single,2.97,genus,0.77,species,4.58,species,1.54
Gobiidae,Amblygobius,Amblygobius semicinctus,Palau,Koror,Dec-19,P35,1,0.0073,48,30.23,33.83,8.04,0.5351041666666666,single,2.73,genus,0.79,species,3.29,species,2.08
Gobiidae,Amblygobius,Amblygobius semicinctus,Palau,Koror,Dec-19,P36,2,0.0028,48,30.23,33.83,8.04,0.09447916666666668,single,2.73,genus,0.79,species,3.29,species,2.08
Gobiidae,Amblygobius,Amblygobius semicinctus,Palau,Koror,Dec-19,P37,1,0.00819999999999999,48,30.23,33.83,8.04,0.5208859375,single,2.73,genus,0.79,species,3.29,species,2.08
Apogonidae,Ostorhinchus,Ostorhinchus novemfasciatus,Palau,Koror,Dec-19,P38,1,0.00819999999999999,64,30.23,33.83,8.04,0.798561328125,single,4,species,1.27,species,2.97,species,1.13
Gobiidae,Valenciennea,Valenciennea longipinnis,Palau,Koror,Dec-19,P40,1,0.0054,48,30.23,33.83,8.04,0.3115104166666666,single,3.38,genus,0.76,species,4.97,species,1.52
Apogonidae,Ostorhinchus,Ostorhinchus novemfasciatus,Palau,Koror,Dec-19,P41,1,0.00709999999999999,64,30.23,33.83,8.04,0.77029375,single,4,species,1.27,species,2.97,species,1.13
Apogonidae,Pristiapogon,Pristiapogon exostigma,Palau,Koror,Dec-19,P42,1,0.0047,48,30.23,33.83,8.04,0.3567229166666667,single,3.72,species,1.23,species,3.26,species,1.16
Apogonidae,Ostorhinchus,Ostorhinchus novemfasciatus,Palau,Koror,Dec-19,P43,1,0.0079,64,30.23,33.83,8.04,0.936588671875,single,4,species,1.27,species,2.97,species,1.13
Balistidae,Rhinecanthus,Rhinecanthus verrucosus,Palau,Koror,Dec-19,P44,1,0.0998,48,30.23,33.83,8.04,0.49713541666666666,single,3.36,genus,1.76,species,2.08,species,2.11
Balistidae,Rhinecanthus,Rhinecanthus verrucosus,Palau,Koror,Dec-19,P45,1,0.1058,48,30.23,33.83,8.04,0.78703125,single,3.36,genus,1.76,species,2.08,species,2.11
Pomacentridae,Dischistodus,Dischistodus perspicillatus,Palau,Koror,Dec-19,P46,1,0.0155,48,30.23,33.83,8.04,0.34203125,single,2,species,1.6,species,2.18,species,2.77
Chaetodontidae,Chaetodon,Chaetodon ephippium,Palau,Koror,Dec-19,P47,1,0.1173,48,30.23,33.83,8.04,1.8102083333333336,single,3.01,species,2.21,species,1.6,species,5.43
Chaetodontidae,Chaetodon,Chaetodon ephippium,Palau,Koror,Dec-19,P48,1,0.0716,48,30.23,33.83,8.04,1.0740166666666666,single,3.01,species,2.21,species,1.6,species,5.43
Pomacentridae,Dischistodus,Dischistodus perspicillatus,Palau,Koror,Dec-19,P49,1,0.0557,48,30.23,33.83,8.04,0.7878645833333334,single,2,species,1.6,species,2.18,species,2.77
Acanthuridae,Zebrasoma,Zebrasoma scopas,Palau,Koror,Dec-19,P50,1,0.0214,48,30.23,33.83,8.04,0.84040625,single,2,species,2.02,species,1.74,species,4.93
Mullidae,Parupeneus,Parupeneus barberinus,Palau,Koror,Dec-19,P54,1,0.08059999999999999,48,30.23,33.83,8.04,2.6361979166666667,single,3.44,species,2.79,species,3.52,species,0.91
Holocentridae,Myripristis,Myripristis violacea,Palau,Koror,Dec-19,P55,1,0.08059999999999999,48,30.23,33.83,8.04,0.3285057291666667,single,3.45,species,2.28,species,2.33,species,1.37
Holocentridae,Myripristis,Myripristis violacea,Palau,Koror,Dec-19,P57,1,0.05,48,30.23,33.83,8.04,3.0794791666666668,single,3.45,species,2.28,species,2.33,species,1.37
Acanthuridae,Zebrasoma,Zebrasoma velifer,Palau,Koror,Dec-19,P58,1,0.08109999999999999,40,30.23,33.83,8.04,1.481025,single,2,species,1.93,species,1.82,species,3.87
Holocentridae,Sargocentron,Sargocentron spiniferum,Palau,Koror,Dec-19,P60,1,0.1403,48,30.23,33.83,8.04,3.719635416666667,single,3.8,species,2.24,species,2.46,species,1.18
Labridae,Scarus,Scarus scaber,Palau,Koror,Dec-19,P61,1,0.16019999999999998,48,30.23,33.83,8.04,0.6422395833333333,single,2,species,1.86,species,2.86,species,1.69
Acanthuridae,Naso,Naso vlamingii,Palau,Koror,Dec-19,P63,1,0.1301,40,30.23,33.83,8.04,0.2807575,single,2.16,species,2.39,species,2.55,species,3.27
Acanthuridae,Naso,Naso annulatus,Palau,Koror,Dec-19,P65,1,0.0631,62,30.23,33.83,8.04,0.1805483870967742,single,2.12,species,2.67,species,2.54,species,3.78
Siganidae,Siganus,Siganus doliatus,Palau,Koror,Dec-19,P67,1,0.073,64,30.23,33.83,8.04,0.83115546875,single,2,species,2.33,species,1.97,species,4.76
Siganidae,Siganus,Siganus puellus,Palau,Koror,Dec-19,P68,1,0.0881,58,30.23,33.83,8.04,0.2318323275862069,single,3,species,2.05,species,2.5,species,2.79
Labridae,Scarus,Scarus dimidiatus,Palau,Koror,Dec-19,P69,1,0.1243,58,30.23,33.83,8.04,0.4655086206896552,single,2,species,1.28,species,3.02,species,2.4
Labridae,Scarus,Scarus dimidiatus,Palau,Koror,Dec-19,P70,1,0.1891,58,30.23,33.83,8.04,1.2173435344827586,single,2,species,1.28,species,3.02,species,2.4
Labridae,Scarus,Scarus scaber,Palau,Koror,Dec-19,P71,1,0.1195,58,30.23,33.83,8.04,2.857575,single,2,species,1.86,species,2.86,species,1.69
Pseudochromidae,Pseudochromis,Pseudochromis marshallensis,Palau,Koror,Dec-19,P72,1,0.0032,64,30.23,33.83,8.04,0.209325,single,3.47,genus,1.22,genus,3.66,genus,1.29
Pseudochromidae,Pseudochromis,Pseudochromis fuscus,Palau,Koror,Dec-19,P73,1,0.0049,50,30.23,33.83,8.04,0.317287,single,3.47,genus,1.23,species,2.95,species,1.5
Blenniidae,Salarias,Atrosalarias fuscus,Palau,Koror,Dec-19,P75,1,0.004,48,30.23,33.83,8.04,0.20791666666666667,single,2,species,0.89,species,2.71,species,3.35
Blenniidae,Salarias,Salarias ceramensis,Palau,Koror,Dec-19,P76,1,0.02389999999999999,58,30.23,33.83,8.04,0.2299099137931035,single,2,species,1.09,species,2.42,species,3.68
Blenniidae,Salarias,Salarias ceramensis,Palau,Koror,Dec-19,P77,1,0.0154,64,30.23,33.83,8.04,0.79184453125,single,2,species,1.09,species,2.42,species,3.68
Blenniidae,Salarias,Atrosalarias fuscus,Palau,Koror,Dec-19,P78,1,0.0103,58,30.23,33.83,8.04,0.33245689655172417,single,2,species,0.89,species,2.71,species,3.35
Blenniidae,Salarias,Salarias ceramensis,Palau,Koror,Dec-19,P79,1,0.0091,58,30.23,33.83,8.04,0.32896551724137935,single,2,species,1.09,species,2.42,species,3.68
Serranidae,Epinephelus,Epinephelus merra,Palau,Koror,Dec-19,P80,1,0.0476,72,30.23,33.83,8.04,3.023975,single,4.38,species,1.5,species,2.98,species,0.9
Serranidae,Epinephelus,Epinephelus merra,Palau,Koror,Dec-19,P81,1,0.0348,64,30.23,33.83,8.04,4.183118359375,single,4.38,species,1.5,species,2.98,species,0.9
Haemulidae,Plectorhinchus,Plectorhinchus lineatus,Palau,Koror,Dec-19,P82,1,0.0126,64,30.23,33.83,8.04,0.78699296875,single,3.88,species,1.88,species,2.82,species,1.41
Siganidae,Siganus,Siganus punctatus,Palau,Koror,Dec-19,P83,1,0.244,64,30.23,33.83,8.04,12.655024609375,single,2,species,2.91,species,2.1,species,4.53
Zanclidae,Zanclus,Zanclus cornutus,Palau,Koror,Dec-19,P85,1,0.084,64,30.23,33.83,8.04,0.6750046875,single,2.49,species,2.27,species,1.15,species,3.31
Tetraodontidae,Arothron,Arothron nigropunctatus,Palau,Koror,Dec-19,P86,1,0.189,64,30.23,33.83,8.04,10.95265625,single,3.07,species,1.08,species,2.24,species,3.3
Tetraodontidae,Arothron,Arothron nigropunctatus,Palau,Koror,Dec-19,P87,1,0.3388,64,30.23,33.83,8.04,29.08203125,single,3.07,species,1.08,species,2.24,species,3.3
Chaetodontidae,Chaetodon,Chaetodon oxycephalus,Palau,Koror,Dec-19,P88,1,0.088,64,30.23,33.83,8.04,0.27367109375,single,3.48,species,2.39,species,1.83,species,3.9
Pomacanthidae,Pygoplites,Pygoplites diacanthus,Palau,Koror,Dec-19,P89,1,0.1273,64,30.23,33.83,8.04,2.97140625,single,2.69,species,1.51,species,1.81,species,5.97
Chaetodontidae,Chaetodon,Chaetodon oxycephalus,Palau,Koror,Dec-19,P90,1,0.1106,48,30.23,33.83,8.04,0.133984375,single,3.48,species,2.39,species,1.83,species,3.9
Muraenidae,Gymnothorax,Gymnothorax javanicus,Palau,Koror,Dec-19,P91,1,1.157,64,30.23,33.83,8.04,54.487659375,single,3.87,species,0,family,12.16,species,0.37
Holocentridae,Sargocentron,Sargocentron spiniferum,Palau,Koror,Dec-19,P94,1,0.456,72,30.23,33.83,8.04,21.130694444444444,single,3.8,species,2.24,species,2.46,species,1.18
Gobiidae,Amblygobius,Amblygobius phalaena,Palau,Koror,Dec-19,P95,1,0.003,48,30.23,33.83,8.04,0.1459609375,single,2.74,species,0.85,species,3.7,species,2.06
Gobiidae,Asterropteryx,Asterropteryx semipunctata,Palau,Koror,Dec-19,P96,5,7e-4,48,30.23,33.83,8.04,0.010953125,single,2.36,species,1.08,species,3.28,species,2.42
Gobiidae,Valenciennea,Valenciennea longipinnis,Palau,Koror,Dec-19,P99,1,0.0056,64,30.23,33.83,8.04,0.562883984375,single,3.38,genus,0.76,species,4.97,species,1.52
